Id,U,X,Y
906,71.662819,900,300
907,71.662819,900,350
908,21.47293,900,400
909,21.47293,900,450
910,19.50152,900,500
911,19.50152,900,550
912,0,900,600
913,0,900,650
914,0,900,700
915,0,900,750
916,0,900,800
917,0,900,850
918,1.722113,900,900
919,1.722113,900,950
920,52.380952,900,1000
921,52.380952,900,1050
922,56.887928,900,1100
923,56.887928,900,1150
924,58.822399,900,1200
925,58.822399,900,1250
926,62.250282,900,1300
927,62.250282,900,1350
928,61.596452,900,1400
929,61.596452,900,1450
930,62.406128,900,1500
931,62.406128,900,1550
932,66.467664,900,1600
933,66.467664,900,1650
934,63.75202,900,1700
935,63.75202,900,1750
936,76.676297,900,1800
937,76.676297,900,1850
938,74.419254,900,1900
939,74.419254,900,1950
940,71.249573,900,2000
941,71.249573,900,2050
942,69.929488,900,2100
943,69.929488,900,2150
944,59.238092,900,2200
945,59.238092,900,2250
946,58.656334,900,2300
947,58.656334,900,2350
948,49.580217,900,2400
949,49.580217,900,2450
950,49.047619,950,0
951,49.047619,950,50
952,63.953559,950,100
953,63.953559,950,150
954,76.122719,950,200
955,76.122719,950,250
956,71.662819,950,300
957,71.662819,950,350
958,21.47293,950,400
959,21.47293,950,450
960,19.50152,950,500
961,19.50152,950,550
962,0,950,600
963,0,950,650
964,0,950,700
965,0,950,750
966,0,950,800
967,0,950,850
968,1.722113,950,900
969,1.722113,950,950
970,52.380952,950,1000
971,52.380952,950,1050
972,56.887928,950,1100
973,56.887928,950,1150
974,58.822399,950,1200
975,58.822399,950,1250
976,62.250282,950,1300
977,62.250282,950,1350
978,61.596452,950,1400
979,61.596452,950,1450
980,62.406128,950,1500
981,62.406128,950,1550
982,66.467664,950,1600
983,66.467664,950,1650
984,63.75202,950,1700
985,63.75202,950,1750
986,76.676297,950,1800
987,76.676297,950,1850
988,74.419254,950,1900
989,74.419254,950,1950
990,71.249573,950,2000
991,71.249573,950,2050
992,69.929488,950,2100
993,69.929488,950,2150
994,59.238092,950,2200
995,59.238092,950,2250
996,58.656334,950,2300
997,58.656334,950,2350
998,49.580217,950,2400
999,49.580217,950,2450
1000,64.161909,1000,0
1001,64.161909,1000,50
1002,73.334739,1000,100
1003,73.334739,1000,150
1004,73.288009,1000,200
1005,73.288009,1000,250
1006,73.136049,1000,300
1007,73.136049,1000,350
1008,13.86245,1000,400
1009,13.86245,1000,450
1010,21.70295,1000,500
1011,21.70295,1000,550
1012,0,1000,600
1013,0,1000,650
1014,8.15739,1000,700
1015,8.15739,1000,750
1016,4.218238,1000,800
1017,4.218238,1000,850
1018,2.845891,1000,900
1019,2.845891,1000,950
1020,55.323042,1000,1000
1021,55.323042,1000,1050
1022,57.717686,1000,1100
1023,57.717686,1000,1150
1024,64.130004,1000,1200
1025,64.130004,1000,1250
1026,71.768176,1000,1300
1027,71.768176,1000,1350
1028,66.295875,1000,1400
1029,66.295875,1000,1450
1030,66.743497,1000,1500
1031,66.743497,1000,1550
1032,69.215597,1000,1600
1033,69.215597,1000,1650
1034,81.209127,1000,1700
1035,81.209127,1000,1750
1036,85.710777,1000,1800
1037,85.710777,1000,1850
1038,81.305927,1000,1900
1039,81.305927,1000,1950
1040,75.036502,1000,2000
1041,75.036502,1000,2050
1042,72.563288,1000,2100
1043,72.563288,1000,2150
1044,62.858467,1000,2200
1045,62.858467,1000,2250
1046,62.871897,1000,2300
1047,62.871897,1000,2350
1048,60.255786,1000,2400
1049,60.255786,1000,2450
1050,66.384131,1050,0
1051,66.384131,1050,50
1052,75.556961,1050,100
1053,75.556961,1050,150
1054,75.510231,1050,200
1055,75.510231,1050,250
1056,75.358271,1050,300
1057,75.358271,1050,350
1058,67.830704,1050,400
1059,67.830704,1050,450
1060,75.671204,1050,500
1061,75.671204,1050,550
1062,53.968254,1050,600
1063,53.968254,1050,650
1064,62.125644,1050,700
1065,62.125644,1050,750
1066,58.186492,1050,800
1067,58.186492,1050,850
1068,56.814145,1050,900
1069,56.814145,1050,950
1070,55.640502,1050,1000
1071,55.640502,1050,1050
1072,58.035147,1050,1100
1073,58.035147,1050,1150
1074,64.447465,1050,1200
1075,64.447465,1050,1250
1076,72.085637,1050,1300
1077,72.085637,1050,1350
1078,66.613336,1050,1400
1079,66.613336,1050,1450
1080,67.060958,1050,1500
1081,67.060958,1050,1550
1082,66.993375,1050,1600
1083,66.993375,1050,1650
1084,78.986905,1050,1700
1085,78.986905,1050,1750
1086,83.488555,1050,1800
1087,83.488555,1050,1850
1088,79.083705,1050,1900
1089,79.083705,1050,1950
1090,72.81428,1050,2000
1091,72.81428,1050,2050
1092,70.341066,1050,2100
1093,70.341066,1050,2150
1094,70.001324,1050,2200
1095,70.001324,1050,2250
1096,70.014754,1050,2300
1097,70.014754,1050,2350
1098,67.398643,1050,2400
1099,67.398643,1050,2450
1100,77.275091,1100,0
1101,77.275091,1100,50
1102,75.294951,1100,100
1103,75.294951,1100,150
1104,63.447076,1100,200
1105,63.447076,1100,250
1106,51.269841,1100,300
1107,51.269841,1100,350
1108,71.919884,1100,400
1109,71.919884,1100,450
1110,53.968254,1100,500
1111,53.968254,1100,550
1112,73.413984,1100,600
1113,73.413984,1100,650
1114,68.013054,1100,700
1115,68.013054,1100,750
1116,64.252536,1100,800
1117,64.252536,1100,850
1118,60.351798,1100,900
1119,60.351798,1100,950
1120,57.300293,1100,1000
1121,57.300293,1100,1050
1122,59.478141,1100,1100
1123,59.478141,1100,1150
1124,72.132117,1100,1200
1125,72.132117,1100,1250
1126,66.697953,1100,1300
1127,66.697953,1100,1350
1128,66.144635,1100,1400
1129,66.144635,1100,1450
1130,66.839579,1100,1500
1131,66.839579,1100,1550
1132,64.323468,1100,1600
1133,64.323468,1100,1650
1134,80.670165,1100,1700
1135,80.670165,1100,1750
1136,82.565615,1100,1800
1137,82.565615,1100,1850
1138,73.105995,1100,1900
1139,73.105995,1100,1950
1140,67.537503,1100,2000
1141,67.537503,1100,2050
1142,57.130359,1100,2100
1143,57.130359,1100,2150
1144,60.369487,1100,2200
1145,60.369487,1100,2250
1146,61.974632,1100,2300
1147,61.974632,1100,2350
1148,61.387416,1100,2400
1149,61.387416,1100,2450
1150,77.275091,1150,0
1151,77.275091,1150,50
1152,75.294951,1150,100
1153,75.294951,1150,150
1154,63.447076,1150,200
1155,63.447076,1150,250
1156,51.269841,1150,300
1157,51.269841,1150,350
1158,71.919884,1150,400
1159,71.919884,1150,450
1160,53.968254,1150,500
1161,53.968254,1150,550
1162,73.413984,1150,600
1163,73.413984,1150,650
1164,68.013054,1150,700
1165,68.013054,1150,750
1166,64.252536,1150,800
1167,64.252536,1150,850
1168,60.351798,1150,900
1169,60.351798,1150,950
1170,57.300293,1150,1000
1171,57.300293,1150,1050
1172,59.478141,1150,1100
1173,59.478141,1150,1150
1174,72.132117,1150,1200
1175,72.132117,1150,1250
1176,66.697953,1150,1300
1177,66.697953,1150,1350
1178,66.144635,1150,1400
1179,66.144635,1150,1450
1180,66.839579,1150,1500
1181,66.839579,1150,1550
1182,64.323468,1150,1600
1183,64.323468,1150,1650
1184,80.670165,1150,1700
1185,80.670165,1150,1750
1186,82.565615,1150,1800
1187,82.565615,1150,1850
1188,73.105995,1150,1900
1189,73.105995,1150,1950
1190,67.537503,1150,2000
1191,67.537503,1150,2050
1192,57.130359,1150,2100
1193,57.130359,1150,2150
1194,60.369487,1150,2200
1195,60.369487,1150,2250
1196,61.974632,1150,2300
1197,61.974632,1150,2350
1198,61.387416,1150,2400
1199,61.387416,1150,2450
1200,76.451701,1200,0
1201,76.451701,1200,50
1202,63.785701,1200,100
1203,63.785701,1200,150
1204,59.839581,1200,200
1205,59.839581,1200,250
1206,51.269841,1200,300
1207,51.269841,1200,350
1208,53.968254,1200,400
1209,53.968254,1200,450
1210,64.940074,1200,500
1211,64.940074,1200,550
1212,65.719949,1200,600
1213,65.719949,1200,650
1214,75.886674,1200,700
1215,75.886674,1200,750
1216,74.399804,1200,800
1217,74.399804,1200,850
1218,68.586342,1200,900
1219,68.586342,1200,950
1220,63.907282,1200,1000
1221,63.907282,1200,1050
1222,66.036213,1200,1100
1223,66.036213,1200,1150
1224,79.469482,1200,1200
1225,79.469482,1200,1250
